reviewerID,reviewerName,grupo
A2KYSA5XJNDCR,Matt,B
AH0WH1XSCL806,Virginia,B
A3ARZHYKD163TB,Terri Sears-Kra,B
A1ZH45IQUJYCOJ,Scott H,A
AA08MPQW9DYHG,TXCharley,A
A1REM7I2ZEE195,D. Christensen,B
A1VL9ZDI6GBCJ9,JaaDee14,B
A9FT4L0WNEG2T,Doris D.,A
A2H7BYSMR8APK9,New York Army M,B
A2AR9J0DY8A6B3,S. Tsubata,A
A1GKA5L2W1F2BM,Donna Jensen,B
A2GVLL54UXCMQE,gmaw,B
A33T4QSSR46YXG,Robert  Gibson,A
APLLQS8NBPJP4,L. Lieuw,B
A3LI53RJZBXECS,Susan R. Leckar,B
A1AKP91OZ9MSUD,Susan Barber,B
A2HVU6U6D0OPN,starshn,A
A17ZPNQFHI5JDC,Amazon Customer,B
AXEICB5FYNTVZ,SusieD,B
ADC5DDJ0OZLNP,Kendra,A
A1U539TX7OHDH2,btp157,B
AY84T5LCCEMOL,Erika,A
A31YYTHB58JBV2,elena,B
A178V6DKP4U2WN,Tracy Gray,B
A3QD70QVEYSVLJ,Rick Durfey,A
A19ZW0IXWAFROQ,Shayleia,B
A1ICCVE62ILHXY,mary,B
A30TQL09U2MWFQ,Jenae,B
A1640CJCTOOXT5,Millie Rehman,B
A35O7F1LIXICYD,Linda Cormier,A
A22OW810ZPXY2X,Lynn J,B
ACAKKEBTZ2C3N,JDH,B
A2U6A2PAG06HA4,Barbara J Wilso,A
A1OYCLX18BKMHR,R.S.,B
A174KC2POSRKOC,AnonymousRM,A
A3FGRPI2NODA4N,Amish Fiction  ,B
AGEAYJDOHGPF1,R. Varghese,A
A2I7HBWQVFBGGE,Brooke E. Story,A
A2Y20GZK74DM9M,Christine Murph,B
A1NSIJ426TOL5O,Peg B,B
ABO9WQBXJQ64E,-Jes-,A
A37H3B4HQCNT6U,akmom1,A
A1FM2P7BSY68H5,Cee Goodhopper,A
AGNOVTLFFCJSL,Bugs Mama,B
A206L8OSZOMKR0,Martha A. Hendr,A
A2Z3MW2ADMPQN8,Karen Fisher-we,A
A24S6NXFBDXRNO,Hot Air Balloon,B
A1U4ZTC3KX6QYF,L. Turner,B
A3LCDYOEQIY3YL,James Arnold,A
A2H6YU1JWZ7461,michelle,B
A19FSH42KSI9D7,Mary Fennell,B
A2OYIT8T25SSSN,Josh J.,B
A10UYN7K5ZTKWL,karen c,A
A15VRB638VSN5L,ana_judith,A
A3F73SC1LY51OO,Alan Montgomery,A
A1GCEZV8LWN2DT,Katherine Kosmo,A
A2YTSR7B9CC89S,kabree,B
A2ZFD6S21S0Q6F,D. Dale,A
A13N4V5QXY59JO,bellavs84,B
A47FTAWNC13A7,MistyR,A
AG8IYOQUU2E5P,M. Lodato,B
ARITD84VB3MSB,BDawg26,A
A1IESMRFR49745,Chelsea Hasenpf,A
AXI48ZNOTL28D,A. Gehlhausen,A
A37NSBJD22RQLH,G. Kohl,B
A7WLAB8NXTR8O,tonibag,A
A1UNJJTASDWTEE,Bob Jordan,B
AB9CXXUS8L4UK,John D,A
A1RH5H3A992GC9,Penny,A
A1PW302XGQEIUF,A. Uyei,B
A3QZMTA9NYSRTP,Mel,A
AWXEWRK57IA3H,Kelly,B
A1VX6BE3FVTGTG,Sonia Chen,B
ATE5DZFJKK7UX,Karen Carter,B
A15Z3NFI28N0FB,Amazon Customer,A
A2Y03KPPPS5CC3,RalphT,B
ATDJ3H36PBC6,Margaret,A
A22PGOFTYVK14S,S. Osborne,A
A1RG5Y4BZTAXCI,Krishnagirl,A
APOADUSX3G9JB,GloriaJH,A
A3RTBBD1PALSVH,bella,A
A31GELZ8FGGRTD,Garry E. Snyder,B
A18EFGXSWR94NL,R. Strader,B
A1IFSP7173DAAR,J. Stratton,A
A3N86V75QLIYOI,Sheri Wood,A
A13F5IM2CX2128,joanne minetti,A
A22MMNT6YBJBVR,Eric J Wilkins,B
A31W3ZPQSCDYL9,Happy_Superman,B
A1S5CKJPAL3GWW,scott concolino,A
A27FZRMPJBKNUJ,Kyle Kennedy,A
A1B8QYRFWYCL7R,Robert Hughes,A
A5SNUIWV2RPPA,Zorknoft,B
A2H2BRFKGR8IF1,Quark Master,B
A3FLGCOVE8LKDA,Audio lover,B
A1IMC3N86KSAXO,"MidBeach, Miami",B
A2RTWKOMJD9J4Y,Jason Riddle,B
A2IZN8U7RQLOGI,Ryan,A
A1NN3CVQCPMO6H,Lucas Wagner,A
A1BRX1Y8YM3V5Y,Dr. Jamal,B
A2A3UP7GBCI76R,paul,A
A6SYEV7VP4KQU,Christopher L. ,B
A39C22MRXX9XSD,Arthur Raslavsk,B
AAJ7RUTWEYC3B,joel huebner,A
A1G17GGZVKC2ZD,glenellynboy,A
A3OZ9G9SWP666Q,John Joines,A
A9AXG0YKPRR7K,dennis,A
A30A5I8FG82M2E,SpookyChick,B
A2DGD0FCEF04S4,Fox,A
A22NQ1YA87YYD1,MacConnell Sylv,A
A3V2FYGVAMHNWZ,Han Zhang,A
A3E82R8KENBA03,Zeb,A
A37CFWP874J8SI,Dave,B
A7FWSCI4QP3J4,J. Hurley,B
A1HRTTFH5V6DTV,Anonymetal,B
A292XB89ZUN4VF,D. Crow,A
A30RYQDXJ0IZ4W,Bob,B
A15EN27KSHQ325,Stephanie,B
AFRX0T12L3YUR,E. Renzetti,A
AN9G9PD7ILVJ3,Kay Capers,A
A3TIL1PC2ZE97B,jack wilinsky,B
A1N4WM6PFRHQR1,L. Bryan,B
A4ZL1MEQ2OPK0,Jackie Lou,A
A2KARFL9W147FU,Kindle Customer,A
ACWBJMIATKFMH,K. T. Marszalek,B
AUY30HK39XPVL,anonymous,A
A1QVUWAAQDOPR8,Christopher L. ,B
A1SIMV8E1AC7MV,Aurora,A
A2QGYT89OJBIHD,Beariedin Books,B
A3NKQ85L2AB2UT,Rose,B
A3QT3VKUUG0I1E,Gustyfoo,A
A2DPY0BJNE7WHF,R Davidson,B
A2XGLH141J6L63,Margaret Petre,A
ARQ6TPQ2W7GTT,Amazon Customer,A
ARZ2XL34CRL5F,Mommadoesitall,A
A26MI6YN2WBDIX,Amazon Customer,B
A2E7WDSHDRZTCS,Hope,A
A1087PPF21811U,R. Bradley,B
A30LG2SB9MJ4O0,Angela L Sharps,B
A3JKLVGP0I5YF8,KDC,B
A2GKB7O1JSDTG7,Ruby Kelley,B
A38BM7E4KR2IA5,Amanda S Hambli,A
A3NJRBKYSLGCD8,Amazon Customer,A
A2JCGZIBEJQDAT,Ariell,B
A18KY3CCBDNQUD,Amazon Customer,A
AHJTCUA5RYMB1,Mizary,B
A1P6TTDLSNFGB9,Rose Marie Harb,B
A1XEQ7CT8V6SHE,cherene strawn,A
A3MXJ25KDWM1R6,Dan,B
A1KVPUCWPI7SJA,Amazon Customer,B
A35W3CC9E95J6H,Dr. G.,A
A2MM5OQCXV4BQ1,GAD,A
AMWKF4L3REPIN,V. Woyak,A
A2ALUOX2J5W5F9,Kim Henderson,A
A1D4HZONYWZRD9,Clempsontiger,A
AMOGJWT8SSB0N,Jeremy,A
A2ZRCVCZILQCS2,Nana loves to r,A
A3H5ERS8FGYNXI,Melinda Mercer,B
A2S33P04VVE14F,G. K.,B
A2172TA0Z9TIKZ,Amazon Customer,B
A1LAOPRL95OX0G,Jeff B. Mathis,B
A58F966OAGWUL,Claire Dickey,A
AJ04FA2NNZCTI,SuzyP,B
A2J3J91TEP9J80,Candice,B
ADC5DE2UH4U8P,Robena D. Robin,B
A386FJO0ZYVN59,KW,A
A1PN44YSCV3TEB,Amazon Customer,B
A14QLWO2R2YGRW,Connipes,B
A24I0QXKCW2KA6,Amazon Customer,B
A18R2XJH49IMWF,Buzz,A
A2E0NKZN4BNPKJ,billy caskey,A
A3CH38SNQEXTND,lin,B
A3R4NNXYYGFYZG,Anonymous1234,A
A9H0QD2CXLPES,scarymary,A
A22GFY4RQ7JYGJ,Warwick,B
A3L8ZZA09DIQ5P,Amazon Customer,A
AKOHWJGY23ACU,Amazon Customer,B
AFHWQFHRJPBFV,Library Lil,A
A2W4ZX95EUZW2Q,My review,B
A2CQ7LGXUISA8C,Amazon Customer,B
A3FFPDABK7Z7HF,Guylaine Willet,B
AT7OIG2QKVR3E,San Tan Sam,B
A33W3HD47B6H3R,Amazon Customer,A
AVZ4IDCAXXHV6,Briana A. Guy,B
A21DUSIXXPBFR3,Glenda C. Willi,A
AOU6O04S3WAS1,LouAnn R. Eisen,B
A1LQ0RP28I22RO,Carolyn Nimberg,B
A39UGO5S94R7SM,Cpacker,B
A3DJQXL94A7UIN,Maureen Coogan,A
A14HM3NSY3X61D,Ann Norton,B
A36XQBFS4B0C3B,tim,A
A1PLUDUT2XQ66U,Kris,A
A2J4IJSUPAC6NL,wlaart,B
A1FDVB4KVD0BN8,Christi P.,B
AJRI3GFLJPQVH,Lori Kirkham,A
A3KNUT0OEX54Q4,MICHAEL ( from ,A
AEZ60KMC5RGZP,Smith,A
A24GUBAGXEYPIT,T.Goodyear,A
A36EOF3NXX2GW6,Dire,B
A2DI78YQSODLTS,mary unsworth,B
A2YTCPSDZDQYXX,cinda baldwin,B
A2NOCWLECS9PI3,Cindy Belknap,A
AG0Q8PIMRMM0V,traves,B
A2F2QLBG6HKT5P,Lou Baker,A
A2RECUUY0KWLA0,Arkhappens,B
AT00S1R5QD2VO,JoAnn Lyell,A
A2L5YT0U4ZT4DQ,Dar,B
A21QMJOAJPCW06,Robin,A
AEC303IEOJ2HP,Samaer,A
A3LVXRMAZYU8OT,Marian Ingwerse,A
A1OHYY931ICOSS,Vickie Helm,B
A3HRHBCCN2HEJ3,Boudreaux Famil,B
AKAYT10E3XN0L,Green Thumb Gar,B
A3KH3XATM3GTYC,K. Johnsen,B
A251HLFSACGHQN,Recamundus,B
AJDJMMQNA5GJ6,Rick,A
A1ZZAO2QVAROBA,PT,A
A1R51HTWNWV7OI,Tina farbrown,B
AMORKQZ64HGTR,leslie kent,B
A245EW4FAAKSIN,B. Kemper,B
AKR6KTPWM727O,Lauren H. Richa,A
A31G1SPP9D7IY7,Amazon Customer,B
AF32VXE8EDYTC,Mrs.R.,B
A2NZN5NOEKLYO2,jjg,A
A32PZJYZ3UZVSN,John Dobbin,B
A3KNYFFKD5QEJ7,stugirl,B
A3JGH36LJNKEIJ,Steven J. McFar,A
ATHQP2NQRWWDA,Giftgoddess52,B
AINJDE26BLEKS,Samuel LeNoir,B
A31F3LOLZKJH8,Jessica,B
AGO8L0LT7IV9Y,Richard C. Side,B
A2JSU4TZ5Z71OX,SIerra Gray,B
ATS6Y7SETMF4A,Robin J. Zalesk,A
A3J2GUJUEUYQ2V,Richard D. Weet,B
A1SLMFWK0YMLAF,utah lady,A
ASRSCHJ805MH3,s.,A
A2S2PW6ESHF2H5,Jen-nay,B
AEBTHUYYT3PAD,N. Jeanae Jones,B
A2I2MCVM1H9IHK,Reeltreble,B
A1TRNHI69HBHOW,A. Allen,A
A3NK2Z0XIFTV5M,Dawn,A
A1527QJNRHFYIW,Farmer Gray,A
A1EMN4T3ROJDOO,Karen E. Koch,A
AGL6KHD88P0FK,Joy D. Pierce,A
A2A0VZ27N43IJM,Jeremy D. Myers,B
A6NMD93CAQFLH,TackleBox,A
ARZAQ2GG8QA62,J R M,A
A1EYD7F9S29874,kaye freeland,B
A319IB1G0JWVR1,elaine g lange,B
A3AWN9H3JO5GET,D. Marlenee,A
A1F73ZSAGSSQGR,Diane Pendley,A
A16M0HXWTUSDYF,Billie J. Moffe,A
ALAOEXFDBTPPS,rflo,B
A2FL0UG3EQ3ITJ,Kindle Customer,A
A3KTHNKIEK31LY,mnop1,B
A2VM48PL42U9G1,Roger,A
A2OVG0QJ92JTVE,Susan Matthews,B
A10PXRYR9IRACR,Katie Gaskins,B
A1D6W78VC44X7D,Karen D. Black,B
A17N9ZS9KJ0SX3,Cynthia A. Thom,B
A35I8SOYILNB8J,M. Buttress,A
A2KGRXPNVYERQW,B. Harmon,B
A3C38BEAGH35A1,J. Tanzer,B
A2KZR16YFZZMFI,K. Kenyon-Berry,A
A3ARM0B1F2PUZH,Trish,B
AILZC6O3XOQMN,Donald S Voorhi,A
ANNEDOP6G7AAN,Patricia A. Mor,A
AWOGN6RR6ALLH,A. Hdz,A
A17MQQ3BFSK54Z,Mike Brolin,B
A2Y8N9WI8YP08X,S. BITNEY,A
A12CG0WERAXT6C,Amazon Customer,B
A20XI41Q6H6532,Bert Peck,B
A1WC71C2DUDZR4,M West,A
A1NR4Y8GZIDOTU,Ray Burger,A
A2DKYX3LVQ6TKU,Abraham Thomas,B
A8FG72Q8AWR9S,Jos Luis Orfali,A
AE2PID0HMU2UB,soflokid,B
A1K31BD9AL22A9,Jeffry K. Pelds,A
A3OFHBKN6L9768,Thurman B. Lest,B
A2S1G5Q9TFZ0J3,Robert Barrett,B
A2GCKDNZJEKHOS,rm,B
A3P2JIBKDF4FZV,Paul D.,A
A1IJQF4MQA3ZAF,Kindle Customer,B
A3A84DRJH4K04B,Annette Bandy,B
ABA8K2YDTT0QH,Jeffrey E. Jack,A
A22YOFRTIVZSYO,Mathew Irons,B
A2LFYIB13S5HA8,mark,A
AKKMLHIDLV2HZ,RyanR,A
A23DHGD92I8YCU,Purchaser,A
A2Z6JCZE8ORFVM,Dot,A
A3P9XZK5X4ZUNK,EidleonDrexel,B
A2W1EZFIUYC7QQ,rls,B
A2FKV4PEP67UKD,mary v miller,B
A2BQ9N8O1QA00N,Christine,A
AEKGRZ0QMK6QB,Kim Richmond,A
A2CKUWXCZP7EO6,pilla girl,B
A3DJVOHYHIAPSY,rustpony,A
AO672FEH5I118,D. K. Linboe,B
A1L0ONI5JJFFX,David,B
A34M1B8AITQYU8,Penny Blue,B
A1UZIR5PG44MUX,"cynthia h, dume",B
A21U41CU0W3LF6,Greg Lambert,A
A1Y6X9PQO17J6B,Kat Canfield,B
A3HPGK0Y99E10D,Jomac,A
A1YGSR7AI9LCL5,Julia Harbers-B,A
A3A4VDNADKFFBE,essie,B
A4XCIAUBMLF5I,vicki,A
A203BUMQMUTL2V,Domain,A
A2V09LTWJPEITL,Phoebe,A
A1CZ3X1ESS4MOX,Kindle Customer,B
A15MCW2MO7UFQD,M. Higgins,B
AZUPO5JBRX42I,Brian,A
A2F4Q3O2JM9SWX,L. M. Bachman,B
A3JZSCLQ2OVXGS,James E. Pendle,A
A2P31EYB8UYCQ0,tommy blakeney,A
AGG9XFL4NWKHC,Paulette Patten,B
A1G2UE2TAZ7G3H,Katherine Jacks,B
AWP3L7VF33P42,Amazon Customer,A
AFVBRDWXFCCFN,Spud McKenzie,B
AHDPW7D7B6D19,julie stephenso,B
A1PDWKK1QPB31L,Rory W,B
A2MPG5EWBV1V16,Kerry M.,A
A1VRP54KHC3FA5,Andrew S.,A
A2K21MCSLB30C,micki,B
A37LT2E5ZUFAGL,Ellee,A
A2WTD3QR6DPYFS,William C. Habi,A
A2JSNOAMWAYLXN,Lewis Elder,B
A1JUG99XZI41EI,Brian Hardwick,B
A3OMZ84GLUF0LY,C. Raymond,A
A2GDQRM4VKBQXW,Rick L.,A
AEV6U8ZUZSH9B,Robyn Vander Me,A
A21J8UT2KD353U,James Lawrence,B
ATXT10Q6Q1J9W,Ken,A
A2FDPVSHOEELO2,mikeAZ,A
A1Q0NONKJM4RYD,HeatherElizabet,A
A2NK1TU6MZSEI7,Robert C De Lon,B
AMWOJHNJG1HWL,Lynn G,A
AWT1ELL2Z9X5X,Hal Dowhower,B
A19REQJ0ZJL6NA,Bryan Thoreson,A
A2CAX44OWAD9S7,michael hess,A
A12UIGDP6JZB34,M. Nelson,B
A1FE3CV1XX04FI,Dan Walters,B
ATH5URCQ87VEG,Rene L. Hinds,A
A2KHQCJW0BEYVT,Jason A. Gagnon,A
A3DIGM3KB4E11V,Jeri,B
ALVKAGY1MCZ2K,Jacobite,A
A2FMTZT2CEWMXR,Robert Kay,B
A13EXUYYASDEZ,intheimageofgod,A
A2FZE965O64BXJ,gmaluinfl,B
AY464EERQ9RXP,James Amos,B
A31LOZ7QMUX9EY,Shepherd,A
A113ZP0YWPAFFF,KK,B
A1YAUIOM4CD2ED,profsandroalex,B
A3KBWFA3GSDI64,Psalm 63,A
A1CANPI5G3AZQS,jww,B
A20THJT0O1ZMYR,mel4444,B
A10JXOH0YNEHU9,lawrence blake,B
A148PO4GJOQI0Y,Kay,B
A251FUL45IDU9J,Amazon Customer,B
A16FR674KWT5KL,Bradley,A
A27LY77YOA3GXV,Timothy Fields ,A
A3Q0DF5XXRKYDH,Susan Helder,B
A2YXLQ7I8OHATC,laura e moretti,A
A34VDJ8Y3HUWXK,Padre,A
A24TH2DQ1D3NWB,Francene M Will,B
AF6AE03KOJ5TN,Anthony J. Pass,A
A1ELO9LMSE1CQ7,MPR90,B
A2NX3BDBZ26R86,Paleocon,A
A19DT947563EXF,Johnhy,B
A2NDZATSA4ONW5,Paul Dean Shene,B
A27GWUGKZFGVYL,T. Kepler,A
A1XI2LDCH6TP6U,Bea,A
A2CD499QU400QX,Michael R. Shan,A
A1OUDANNMNS0S7,anony,B
A1R6Z8A84K96KL,MS,A
A1XC3FK2161LK8,Mary Anne H.,A
A3ARS8RLSRSQCO,John from Texas,A
A3X0WEM9VQXM7,scallywag,B
A944WIXIPEFCG,Evil_Asch,B
A2X2Y09T757WL9,Miriambird,A
AFM9YFB73E3IA,Adam McMillan,B
ALJU1N1XLN1FQ,WGreene,A
A1LX0B261U0O7Z,Rosemarie Joyce,A
AI0AAG0XZ9U57,Eddie S.,A
AUTEZ82Y61470,Jen,B
A2HJI8FM272MDG,Bob Jagendorf,B
A36ZTVDV6KOHC2,Robin Szpara,A
A3MRCNWRRCG0EB,Sparrow3c,A
ATVYLF1G1RFBE,Chris Glass,A
A1NAPD26QWHZ9O,Lani M.,B
A2BSSETDKXAA4X,VMD,A
A24JSV2V3XI6P3,Nic Hallanger,B
A1DPYVXTHSLMP9,Loren Cardoza,A
A11LQAP99HJPGU,Annie Oakley,A
A1Y0NJKUB3VWUF,B. Michael,A
A6FM0AH4MFKSD,Amazon Customer,B
A8D6ZP0Z3CVXL,J R.,B
A3TC48JLJ79EQT,B. Poulsen,B
A1N8BGZMUL7ECE,SL Howard,B
A3KJ8ITFYSV61I,TAD,B
A3HRKMI4DNIOOD,DarklordDKL,B
A2O51E0QC7NT4G,BobbyDigital808,A
A1CGBFDQOPN9CB,Sanju Singh,B
A3A4NT9EVSLC3O,Idaho Ranger,A
A2DRWJBPY1166J,Eric,B
AYYCX1EZ6D2R6,Ron R.,A
A2U9HENS8V9ONV,Brett W. Besser,A
A22B3TWUX7L9I7,Amazon Customer,A
AHURNGGND3RCI,chris leary,A
AWOMWPEKY8M32,Anthony &amp; L,B
A3VRBHNBM8RTX1,Jim Gerken,B
A1O3J1ASMHG3CD,Crooked Lamp,B
A3T4RX7OOH1GNT,Ryan W Brewer,A
A2NI3FVCJ95A5U,Rob Gee,B
A2GOKFQGLRBXUB,TruAim,A
A2CDUALA83E9X7,angela silveste,A
A1YE84KPALI89S,KC,A
ATR4TF4FH17W2,Amazon Customer,B
A2EZYSSA9Q8JD,NOK,B
A4K1KCQK6ZLZ,Daniel Wray,A
A32JF2MPUZNREA,RJCINCARY,A
A36C59TL9S00O5,William G. Baue,B
A2GR58HBGSNN46,Yale,B
A3JXOXKWOIETIY,Adam Bernstein,B
A1SGUIKSJR2E07,Amazon Customer,A
A1VC24HBYHCJUP,Kelly L. Morris,B
AWLXZS3XHP410,DKfromCA,A
A1I755R42CL9IQ,Gromet,B
A2XJN6NOZ6E69H,Peter,A
AX5DG8CTCZZZI,Charlene,B
A17Q8W8J1C6IDB,DVD Collector,A
A1839TLD3QYGRI,Terry Minter,A
A2QB7723AJETV,lucas murdock,A
AM6L4FXWDKX4V,Amazon Customer,B
A18G2HTLXHBT7B,tabbieeater,A
A22GG7EPL1YDV3,David Smith,A
A1LZK55IIUR4P8,Amazon Customer,B
AA3UONSUTIIRZ,Solo Papa,A
A16Z3HTUIYPDH8,Amazon Customer,A
A1VCRDIRCZ7NWY,A. Bonino,B
A2YKDTXR0VEXF3,Amazon Customer,B
ARF4EMBQKUO46,Tom Rowland,B
ABVXEPAS9G5CR,Jeff,A
A2KFEG12O5QORC,D,B
A3SBMN31J9NP3Y,Eric R.,B
A51J142MPU004,Sarah P.,B
A2A2G6T0Y569DU,Jane A. Leitzel,B
AW11IN2K0393B,A. Smith,B
ASI05Y11N85OM,Aloha Dog,B
A1BYRZL7P173RV,Brian Patton,B
A6XYNMJDTN2QR,Seatiger,A
AO630ETWM7E7X,kyle,A
A3H3D6QUXSAP7O,tony dalayanis,A
A3D2R0VJEGMX8O,Ted,B
ARH4XG0HR4VML,zachary,B
AKBPQ86WNU8XB,Christian Beatt,A
AOIML4S02G3LH,Texas Tim,A
AA9JIVHV3LOGC,Amazon Customer,A
A1D2SGUZT4P1CZ,Jeffrey,B
A3EM4CQEVI0UAT,Gun Runner,B
A34O62IDVYW7X9,Mark P. Stevens,A
A6J41EFG08MUI,Jess Melton,A
A179PLAQUOK362,Brandon Gamblin,A
A1V2T88E4R3AMA,donald batts,A
A3GUVX1UGEV37L,Tim,A
A1QDRK8IPYGGSO,DRB,B
A1DUGA5Q0PQRB1,Jack,A
A3KIH4Q2L7X53W,David Deibel,A
AS88732IF120Y,Skibeme,B
A3PMT6L778KK8R,Steve t,B
AJELLVXQ4ZTJI,Shamus,B
ABU1M1IXQLZB4,Amazon Customer,A
A3TOL2P47M62TA,Amazon Customer,B
A3IEP7B7O3FZPR,K Boles,A
A144HU5BTRYTF1,Amazon Customer,B
A33JATMUTWMICO,DB,A
A1CUK6N3XSJ4Q1,Jeffry R. Chaff,B
A2IMAHX994Z16,R. L. Bailey,A
AQO2JQWCDETWC,Chuck D,B
A15MS4LJVG3DHA,Amazon Customer,A
A3ST6TVU53YM5,Elliott,A
A2ILBO8DOYKU7S,Scott,A
ARO0DMVS1STNJ,Big Easy,A
A3L1Q4F8KSLLSK,Amazon Customer,B
ATZZ33D4X8FFK,P. Miller,A
A2RQR0HF23N72D,Mr_HAHA,A
A3BKW85MXDRKFF,ShadowCat,A
A1108JKQF56K70,Who&#039;s Your,A
A2WI9HJ342Y9LY,Amazon Customer,B
A1T8QKTSW5JTX1,JAMES DE SOUZA,A
A3CJBT6HNLZKOT,JAMES,A
A35J89LJO89I0F,william g holro,A
A36PJ2BY2U2INS,Lisa Ann Booth,B
A38ATQ1ZJEES4L,Ed Bortz,A
A1P2FZH1GEA54Y,Hazmat456,A
A34A7T6AG4MLBS,Terrence S,B
AL9R7CT4KB1S8,Nojokes,B
A3FCMIFP9OVCQF,e.j. michelson,B
A2RO1W7Q9AFP1J,Roland Reed,B
A2EJK7ZC00MOC9,RD,A
A1G2R50MTDUUKA,V. Roy,A
A2RHIR06HF1MGN,Amazon Customer,A
A1I56WOTZNW8JG,Edward M.,B
A2S21P9G28MK2M,JW,A
A17G1KGSVV8K3Y,Amazon Customer,A
A1MWF01FJK3ZH7,darryl sorber,A
A3HGJ4SJESRHD9,Jeff Singleton,A
A3O7BV45BO019C,Houston Wayne,B
A3GKNBPEYHMWVY,Everett L Thors,B
A33R3SICE807GH,M. Manz,A
AA6DY2XXRY4VQ,Robert Thornbur,B
A2OED3GS3A1WJL,Amazon Customer,B
A2JS3UHFOB0HR6,Martini,B
A3U9JB9KQB4EQ3,bikeman16,B
AB776ZL2R46MP,Amazon Customer,B
A1NL0NXVFLU2XF,Ted S.,B
A56OCVLQ5A6MJ,stormy57,B
A3B7X1QXAXYQCL,Harry S.,B
A7PA2PA3NKDOZ,Robert V. Littl,B
A19B40Q0RX55OA,Steve,B
A26TNPWFYTIOCC,Mikey,A
A1GJBFE0B03PAY,Josh M,B
A3QCGDD4BYOS6K,Gwaithmir,A
ARIGJZ1M5W1G6,andy,A
A394IHDRLISD4Y,T. Pamment,B
A1AX4ROCCKH0W7,WAYNE NULL,A
A28D9W1JLM20O8,A.D.,B
A2I2CE4FDSNUDS,IronSaint,A
AVGT2DJ3PH9IG,Doug85,A
A1L0HIC12VPFSV,Jon b.,B
A2WGI8U0Q2HDTU,erik,B
AA4WJ746V5IJL,rwajr,B
A2FBG3TE4F2IPZ,Christian Bartz,B
A2V3ZG7FOA5B40,Jefferson A. Ca,B
A66HGFENQO4IG,John,B
A3RMAFO76OA97L,JW,B
A7MDCY3RG3ZYX,Jack,B
A1YJT4862M2O05,JWB,B
A3J1VHK2VONSCS,Average Guy,A
A3NG9D9S7LLV61,JGV,A
A28AQQQ9TP7I27,A. Nunez,B
A30UGGGZZRQSQC,FgF,B
A38UVQQ29FT5PG,DMG,B
A2XIPXMJF2VFG4,rtleavy,B
A2PFTIBTF0S4NJ,Pooh,A
A1DZINEGTQPYL3,Josh F.,A
AQGWW2HTX18NH,McCoid Family,B
ANCE4L53S7CBL,Amazon Customer,A
A2B6M2N66CRWXL,R. Simons,A
A1LS8EUUNIS1U8,Clayton Reed,A
AW724EDM7Q4GL,Ruben James,B
A2S8D9P0X3W20J,J. Cochran,B
A2GDALPGZCJYCG,Vic B,B
A5JCLG3Y18NNW,David Cofone,A
A34PZ62PJBB05E,Jack Mormin,B
ATZANSRIT0WL4,Brittney Mills,B
A2UN93PG9SS0ZG,THE BOOGEYMAN,A
A390TE129S1KXG,Amazon Customer,B
AM6M9H20O6CJC,CT,A
A27LKEDARG2US8,Ronald Wesley,B
A2MDZNY5Z203JK,Jacob,B
A2DGTMLYR68FPZ,smith,B
A1MH7L0K3ZUXV8,linda,A
A1U3O2ASDQ71GE,DALE,B
A19SJIZJT87PEW,Mark P,B
A32161BNDK68VH,Barry Hanish,A
A3IDCXOTLUNSSV,Amazon Customer,A
A3F7MG8IKMJK2Y,Thomas J Paglio,A
AAWOVBZ0O41EB,larisa,A
A8SOVNSNRVL2L,L. Lee (Grumpy ,A
A35IFJMNL3DDR6,William ,B
A2TTYX505OUON3,Kevin McNurlin,B
A37OSQYUGRQDK1,Adam,A
A1V50OQC73DGWJ,Elgin,B
A2JVWCHM3KYXTS,James Bowditch,B
A265UOWOK4HDE4,peri,A
A2SWT8R5YD88QQ,Amazon Customer,A
A3EHBVW8AU0GPF,R.G.,A
A3UJ02FZ8EMBPX,Ron,A
A1OFH0UICFFH4C,Dustin Patton,B
AD7EU8VGDRD9A,Mark  Fallace,A
AODJERM0IU2ZT,Amazon Customer,A
A1SC1WQSNH51AR,mommyiscrazyx3,B
A1IQ0XIOW0IS81,John S.,B
AKAAVC0HMK3V0,Patrick C. Blon,A
AB080U98AHGXV,Dan The Man,A
A13TMNS2J2O1GK,Greg Thomas,A
A1AO9HJDOIE5C0,Stephanie Crand,B
A260G9LMI8V2EC,Laura Pharr,A
AM69IOR3FIM2C,Woooha,B
A1NF79E5047ITI,Frank Twupack,B
ATT64TAISNA3Q,Cayce Huckabay,B
A2D4VUDK0JAPGM,John Muollo,A
A3SF3IUWFKY03W,doctork,A
AU29AA1W7I9OU,TheGoodSquirrel,A
A2POULPCFQL7Q7,tnwebfut,B
AVOD7NOQ74WS1,Roquen,A
A1TZN6VSZQZUKZ,Cody H.,B
A1TQC1AUUI7ULG,Joel G.,A
A3S465XAS2SS7F,John Cunningham,A
AU0ZYPD3SIG5G,Daniel Specht,A
A2O7OH37Q6KWVK,AGrieb,B
A34Q4DFFPRO63O,Aaron Bolay,A
A2UUF9S7MUHTTQ,Savvy Shopper,B
A1LUPGX5GRYQMA,Christopher Sik,B
A17MCH0ZTTRBF8,Josh,A
A3KPMGOKA566XD,Chris Record,B
A52KF0M5QNSRW,Jett53,B
A2OCCRGC9QHEEJ,Natalie G.,A
AA7BOFIQCLBI7,Brendan Bentley,B
A1PTI8UMSPTG3N,Erika Ritschard,A
